caseid,year,id,age,sex,educ,degree,rincome,gunlaw,gunsales
"20064438",2006,4438,59,2,16,3,0,2,3
"20064439",2006,4439,64,2,12,1,9,1,1
"20064440",2006,4440,54,1,15,1,12,1,5
"20064441",2006,4441,38,1,15,2,12,0,0
"20064442",2006,4442,45,1,12,1,12,0,0
"20064443",2006,4443,67,1,16,3,0,1,0
"20064444",2006,4444,30,1,14,1,0,0,0
"20064445",2006,4445,53,2,13,1,12,0,1
"20064446",2006,4446,60,2,12,1,11,1,0
"20064447",2006,4447,68,1,17,3,12,0,0
"20064448",2006,4448,36,2,11,1,10,1,1
"20064449",2006,4449,26,1,18,3,0,1,0
"20064450",2006,4450,43,2,20,4,12,0,0
"20064451",2006,4451,30,2,16,2,0,0,1
"20064452",2006,4452,51,2,16,3,12,1,0
"20064453",2006,4453,23,1,16,3,12,1,0
"20064454",2006,4454,38,1,16,3,11,0,0
"20064455",2006,4455,31,2,14,2,0,0,1
"20064456",2006,4456,44,2,14,2,0,1,0
"20064457",2006,4457,35,2,18,4,12,0,1
"20064458",2006,4458,85,1,9,0,0,0,0
"20064459",2006,4459,88,2,12,1,0,1,0
"20064460",2006,4460,47,2,15,1,11,0,0
"20064461",2006,4461,47,1,12,0,12,1,0
"20064462",2006,4462,45,1,15,1,12,0,1
"20064463",2006,4463,43,2,12,1,9,0,0
"20064464",2006,4464,59,2,16,3,12,0,0
"20064465",2006,4465,72,1,7,0,0,9,2
"20064466",2006,4466,37,1,12,1,12,0,0
"20064467",2006,4467,62,1,12,1,10,0,0
"20064468",2006,4468,89,2,12,1,0,2,5
"20064469",2006,4469,32,2,12,1,12,0,0
"20064470",2006,4470,50,2,17,4,12,1,1
"20064471",2006,4471,23,2,13,0,0,1,0
"20064472",2006,4472,42,1,12,1,13,2,4
"20064473",2006,4473,24,1,12,1,12,0,0
"20064474",2006,4474,46,1,10,1,13,0,4
"20064475",2006,4475,55,1,12,1,12,0,0
"20064476",2006,4476,62,1,19,4,0,1,0
"20064477",2006,4477,29,2,17,3,10,0,0
"20064478",2006,4478,46,2,9,1,8,0,0
"20064479",2006,4479,89,2,12,1,0,0,0
"20064480",2006,4480,32,2,7,0,0,1,0
"20064481",2006,4481,33,2,14,1,0,1,0
"20064482",2006,4482,39,1,12,1,12,0,0
"20064483",2006,4483,49,2,14,1,12,0,0
"20064484",2006,4484,74,1,10,0,0,0,0
"20064485",2006,4485,33,1,12,1,12,2,0
"20064486",2006,4486,67,1,14,2,0,1,1
"20064487",2006,4487,42,2,12,1,3,0,0
"20064488",2006,4488,86,2,14,2,0,0,0
"20064489",2006,4489,35,2,16,3,0,0,1
"20064490",2006,4490,43,1,16,3,9,2,0
"20064491",2006,4491,19,2,14,1,0,2,0
"20064492",2006,4492,86,2,16,3,0,0,1
"20064493",2006,4493,24,2,14,1,0,1,0
"20064494",2006,4494,62,1,14,1,12,1,0
"20064495",2006,4495,58,2,12,1,12,0,0
"20064496",2006,4496,50,1,12,1,10,0,0
"20064497",2006,4497,21,1,13,1,11,0,0
"20064498",2006,4498,81,1,11,0,11,2,0
"20064499",2006,4499,64,2,12,1,0,0,0
"20064500",2006,4500,47,2,14,1,0,1,4
"20064501",2006,4501,25,1,14,2,3,0,1
"20064502",2006,4502,61,2,1,0,1,0,0
"20064503",2006,4503,47,2,14,1,10,0,0
"20064504",2006,4504,38,2,12,1,11,0,0
"20064505",2006,4505,23,2,9,0,0,1,3
"20064506",2006,4506,46,1,16,3,12,0,0
"20064507",2006,4507,84,2,8,0,99,0,1
"20064508",2006,4508,45,2,16,3,1,0,0
"20064509",2006,4509,32,2,6,0,0,0,0
"20064510",2006,4510,46,1,12,1,0,0,3
